SR_NO,COMPANY_NAME,EXPERIENCE,FUNCTION,INDUSTRY,JOB_DESCRIPTION,JOB_LOCATION,JOB_TITLE,AVERAGE_PACKAGE,ROLES,SKILLS
144,Biz Industries,0-2 years,"IT- Hardware, Telecom, Technical Staff, Support, IT, Hardware - Embedded, EDA, VLSI, ASIC, Chip Description","IT, Computers - Hardware & Networking","Hardware EngineerCall & Whatsapp HR Satya Sir - (9102882937)Hardware EngineerDesign, Implement and Test embedded electronic productsPerform and understand Hardware Integration and VerificationGain knowledge and experience of engineering tools and processesGet involved in the development and management of product requirementsReport verbally on progress and produce clear, concise written documentationHardware EngineerCall & Whatsapp HR Satya Sir - (9102882937)Hardware Engineer",Hyderabad / Secunderabad,Hardware Engineer For Freshers,150000 - 250000 INR,Hardware Installation Technician,"Hardware Engineer, Desktop Support Engineer, Desktop Engineer, Networking, Customer Support Engineer"
145,Biz Industries,0-2 years,Construction,Construction & Engineering,"Civil EngineerCall & Whatsapp HR Pratik Sir - ( 8826072791)Civil EngineerParticipating in the delivery of key water, civil infrastructure and transport infrastructure projects while ensuring work output is of a technically high standardCompleting design calculations and records within time and budget restraintsDeveloping practical and commercial solutions to problemsUndertaking work related training and self-development for career advancementCollaborating with project staff and work within a team of technical specialists in their fieldCivil EngineerCall & Whatsapp HR Pratik Sir - ( 8826072791)Civil Engineer",Mumbai,Civil Engineer For Freshers,150000 - 250000 INR,Civil Engineer,"Civil Engineer, Construction Engineer, Site Engineer, Civil engg, Project engineer"
146,Biz Industries,0-2 years,"Engineering - Mechanical, Automotive, Industrial",Engineering & Design,"Mechanical Engineer Call & Whatsapp HR Pratik Sir - ( 8826072791)Mechanical EngineerManaged the Main Steam System, Instrument Air System and Turbine Building and RadWaste Building Ventilation SystemsOptimize maintenance strategies in support of value-based maintenance.Identify and document system health issues, risk and impacts at the site and report to corporateMechanical EngineerCall & Whatsapp HR Pratik Sir - ( 8826072791)Mechanical Engineer",Hyderabad / Secunderabad,Mechanical Engineer For Freshers,150000 - 250000 INR,Mechanical Engineer,"Mechanical Engineer, Mechanical design engineer, Diploma Mechanical, Maintenance Engineer"
147,Biz Industries,0-2 years,Construction,Construction & Engineering,Civil Engineercall & Whatsapp HR Alok Sir -(7027659981)Civil EngineerTo assist Senior Engineer on siteOverseeing project quality plansCoordinating with site teamTo liaise with consultants & clientsHandle any other ad-hoc duties and tasks assignedCivil Engineercall & Whatsapp HR Alok Sir -(7027659981)Civil Engineer,Delhi,Civil Engineer For Freshers,150000 - 250000 INR,Civil Engineer,"Civil Engineer, Site Engineer, Construction Engineer, Civil engg, Project engineer"
148,Singh RanjayKumar(Proprietor Of Zee India Co),0-1 years,"Customer Service, Call Centre, BPO","ITES, BPO","Responsibilities and Duties1. handling customers2. handling their queries3. handling stock4. maintaining excel sheet5. checking with the delivery boy6. handling calls, emails etcQualifications and SkillsMinimum Qualifications: -10th To Graduation.Freshers & Experience are welcomeBenefitsNo TargetFixed ShiftParking FreeIncentivesFive Days WorkingBoth Side CabOne Time MealFreshers Welcome.Job Types: Full-time, Part-timeInterested candidates contact or whatsapp immediately to +9l- 7252-8887-95 HR",Raipur,Freshers,150000 - 200000 INR,Fresher,"Bpo, Email Support, Customer Service, Cce, calling, Excel Sheet, Non Voice, Outbound Calling, Customer Support, Backend, Back Office, Domestic BPO, Call Center, Customer Handling, International Bpo, Fresher, Technical Support"
149,Biz Industries,0-2 years,Engineering - Electrical,"Electrical, Switchgears","Electrical EngineerCall & Whatsapp HR Shubham Sir - (9352743030)Electrical EngineerWe are seeking Graduates who can build great leadership skills as well as develop their technical capabilityGraduates who want to grow their career in Aurizon and are flexible to work in the regional communities where Aurizon operatesHave ambition and demonstrate both exceptional interpersonal and communication skills. Most importantly have the passion and drive to succeedYou must have successfully completed an undergraduate degree or higher qualification that is bachelor level or above, and completedElectrical EngineerCall & Whatsapp HR Shubham Sir - (9352743030)Electrical Engineer",Mumbai,Electrical Engineer For Freshers,150000 - 250000 INR,Electrical Engineer,"Electrical Engineer, Electrical executive, Electrical Design Engineer, Electrical Maintenance"
150,Biz Industries,0-2 years,"Customer Service, Call Centre, BPO","ITES, BPO","HR Executive Call & Whatsapp HR Satya Sir - (9102882937)HR ExecutiveExecute HR strategies and plans in support of the corporate vision, strategy and culture.Coordinate and perform other HR functions such as Manpower Planning, Compensation and Benefits, Performance Management and Industrial Relations.Implement policies and procedures that are in compliance with the current labour legislations and HR practices.Serve as a HR business partner to the departments.Review the work processes to enhance efficiency and productivity.Liaise with government authorities and internal consultants on human resources matters.Maintain a harmonious industrial relations climate.HR ExecutiveCall & Whatsapp HR Satya Sir - (9102882937)HR Executive",Kolkata,HR Executive Job For Freshers,150000 - 250000 INR,"Customer Service Executive (Non-voice), Customer Service Executive (Voice)","Hr Executive, Human Resource, Hr"
151,Biz Industries,0-2 years,Construction,Construction & Engineering,"Civil Site EngineerCall & Whatsapp HR Yogesh Sir - (7617551414)Civil Site EngineerAssess potential risks, materials and costsOversee and mentor staff and liaise with a variety of stakeholdersManage, design, develop, create and maintain small-scale through to large-scale construction projects in a safe, timely and sustainable mannerComply with guidelines and regulations including permits, safety etc and deliver technical files and other technical documentation as requiredCarry out technical and feasibility studies and draw up blueprints that satisfy technical specificationsCivil Site EngineerCall & Whatsapp HR Yogesh Sir - (7617551414)Civil Site Engineer",Mumbai,Civil Site Engineer For Freshers,150000 - 250000 INR,Civil Engineer,Civil Site Engineer
152,Biz Industries,0-2 years,"Engineering - Mechanical, Automotive, Industrial",Engineering & Design,Mechanical Design EngineerCall & Whatsapp HR Satya Sir - (9102882937)Mechanical Design EngineerLearns about predicate product designs including historical design challenges and testing resultsDesign prototype and debug solutions.Work with electrical and software engineers to understand product requirements/design inputs.Supports technical troubleshooting of testing issues or field related complaintsDemonstrates understanding of DFM/DFA requirements (design for manufacturing/assembly)Mechanical Design EngineerCall & Whatsapp HR Satya Sir - (9102882937)Mechanical Design Engineer,Mumbai,Mechanical Design Engineer For Freshers,150000 - 250000 INR,Mechanical Engineer,Mechanical Design Engineer
153,Star Tech,0-2 years,"Fashion, Apparels","Textiles, Yarn, Fabrics, Garments, Fashion, Apparels","Job descriptionWe are seeking a talented and original OVM with strong fashion sense, to work with our studio team. Feel free to use your innovative instincts and eye-catching styling for the constant improving the shopping experience at Designhill - Printshop.SALARY 45.5K-55.5K+OTHER ALLOWANCESINTERESTED CAN SHARE YOUR DETAILS@7818996772REGARDSPAWAN","Delhi, Gurgaon / Gurugram",NEED ONLINE VISUAL MERCHANDISER FRESHERS,560000 - 819999 INR,"Fresher, Merchandiser","Senior Merchendiser, Senior Merchandiser, Merchandiser, Visual Merchandiser"
154,Star Tech,0-1 years,"Fashion, Apparels","Fashion, Apparels","Job descriptionShall be solely responsible for the forecasting of fashion,colors and the seasons range development.Shall be able to deliver the cost effective results.Shall be good in sourcing,development of prints & embroideries.Coordinating with quality checkRequired Candidate profilePreferably from NIFT/Pearl/LCF or equivalentHave exp. in designing & product developmentKnowledge of Coral Draw,Photoshop & other relevant softwareMay require some travelingWe require Fresher alsoSALARY 40.5K-55.5K+CAB+OTHER PERKS AND ALLOWANCESFOR MORE INFORMATION AND SCHEDULING INTERVIEW CALL OR WHTSAP@ 7818996772REGARDSPAWAN","Delhi, Noida",FRESHERS HIRING FOR FASHION DESIGNER,560000 - 880000 INR,"Apparel, Garment Designer, Fresher","Fashion Designer, Freshers, Graduate Fresher, Graduates, Fashion Designing, Fashion Design, Fashion, Apparels, Textiles, Clothing, Fabric, Woven, Accessories, Garment"
155,Biz Industries,0-2 years,"Customer Service, Call Centre, BPO","ITES, BPO","BPO (Flipkart)Call & Whatsapp HR Satya Sir - (9102882937)BPO (Flipkart)To support the Warehouse Operation with responsibility for leading a team of peopleSupport all resource requirements (to include, but not limited to people, machinery, systems) within allocated department.Meet or exceed Key Performance Indicators (KPI’s) on a continuous basis as set by the Operations Management team, and in line with Company and Client requirements.Reporting customer escalations.Support the training and continuously develop all operatives within the team to ensure a proficient, multi-skilled workforce.Assist with monitoring and improve warehouse processes and procedures where applicable to ensure best practice, quality in line with BPO (Flipkart)Call & Whatsapp HR Satya Sir - (9102882937)BPO (Flipkart)",Hyderabad / Secunderabad,BPO (Flipkart) For Freshers,150000 - 250000 INR,"Customer Service Executive (Non-voice), Customer Service Executive (Voice)","Bpo, Call Center, knowledge process outsourcing"
156,Biz Industries,0-2 years,"IT- Hardware, Telecom, Technical Staff, Support, IT, Hardware - Embedded, EDA, VLSI, ASIC, Chip Description","IT, Computers - Hardware & Networking","Hardware EngineerCall & Whatsapp HR Satya Sir - (9102882937)Hardware EngineerDesign, Implement and Test embedded electronic productsPerform and understand Hardware Integration and VerificationGain knowledge and experience of engineering tools and processesGet involved in the development and management of product requirementsReport verbally on progress and produce clear, concise written documentationHardware EngineerCall & Whatsapp HR Satya Sir - (9102882937)Hardware Engineer",Hyderabad / Secunderabad,Hardware Engineer For Freshers,150000 - 250000 INR,Hardware Installation Technician,"Hardware Engineer, Desktop Support Engineer, Desktop Engineer, Networking, Customer Support Engineer"
157,Biz Industries,0-2 years,Construction,Construction & Engineering,"Civil EngineerCall & Whatsapp HR Pratik Sir - ( 8826072791)Civil EngineerParticipating in the delivery of key water, civil infrastructure and transport infrastructure projects while ensuring work output is of a technically high standardCompleting design calculations and records within time and budget restraintsDeveloping practical and commercial solutions to problemsUndertaking work related training and self-development for career advancementCollaborating with project staff and work within a team of technical specialists in their fieldCivil EngineerCall & Whatsapp HR Pratik Sir - ( 8826072791)Civil Engineer",Mumbai,Civil Engineer For Freshers,150000 - 250000 INR,Civil Engineer,"Civil Engineer, Construction Engineer, Site Engineer, Civil engg, Project engineer"
158,Biz Industries,0-2 years,"Engineering - Mechanical, Automotive, Industrial",Engineering & Design,"Mechanical Engineer Call & Whatsapp HR Pratik Sir - ( 8826072791)Mechanical EngineerManaged the Main Steam System, Instrument Air System and Turbine Building and RadWaste Building Ventilation SystemsOptimize maintenance strategies in support of value-based maintenance.Identify and document system health issues, risk and impacts at the site and report to corporateMechanical EngineerCall & Whatsapp HR Pratik Sir - ( 8826072791)Mechanical Engineer",Hyderabad / Secunderabad,Mechanical Engineer For Freshers,150000 - 250000 INR,Mechanical Engineer,"Mechanical Engineer, Mechanical design engineer, Diploma Mechanical, Maintenance Engineer"
159,Biz Industries,0-2 years,Construction,Construction & Engineering,Civil Engineercall & Whatsapp HR Alok Sir -(7027659981)Civil EngineerTo assist Senior Engineer on siteOverseeing project quality plansCoordinating with site teamTo liaise with consultants & clientsHandle any other ad-hoc duties and tasks assignedCivil Engineercall & Whatsapp HR Alok Sir -(7027659981)Civil Engineer,Delhi,Civil Engineer For Freshers,150000 - 250000 INR,Civil Engineer,"Civil Engineer, Site Engineer, Construction Engineer, Civil engg, Project engineer"
160,Biz Industries,0-2 years,Engineering - Electrical,"Electrical, Switchgears","Electrical EngineerCall & Whatsapp HR Shubham Sir - (9352743030)Electrical EngineerWe are seeking Graduates who can build great leadership skills as well as develop their technical capabilityGraduates who want to grow their career in Aurizon and are flexible to work in the regional communities where Aurizon operatesHave ambition and demonstrate both exceptional interpersonal and communication skills. Most importantly have the passion and drive to succeedYou must have successfully completed an undergraduate degree or higher qualification that is bachelor level or above, and completedElectrical EngineerCall & Whatsapp HR Shubham Sir - (9352743030)Electrical Engineer",Mumbai,Electrical Engineer For Freshers,150000 - 250000 INR,Electrical Engineer,"Electrical Engineer, Electrical executive, Electrical Design Engineer, Electrical Maintenance"
161,Biz Industries,0-2 years,Construction,Construction & Engineering,"Civil EngineerCall & Whatsapp HR Shubham Sir - (9352743030)Civil EngineerParticipating in the delivery of projects and ensuring work output is of a technically high standardCompleting design calculations and records within time and budget restraintsDeveloping practical and commercial solutions to problemsUndertaking work related training and self development for career advancementCollaborating with project staff and working within a team of technical specialistsCoordinating, preparing and submitting proposalsCivil EngineerCall & Whatsapp HR Shubham Sir - (9352743030)Civil Engineer",Mumbai,Civil Engineer For Freshers,150000 - 250000 INR,Civil Engineer,"Civil Engineer, Site Engineer, Construction Engineer, Civil engg"
162,Biz Industries,0-2 years,"Customer Service, Call Centre, BPO","ITES, BPO","Receptionist Call & Whatsapp HR Yogesh Sir - (7617551414)ReceptionistAnswer incoming calls in a prompt, professional and courteous manner.Record and forward messages and faxes to appropriate person.Book Couriers (NQX) when required.Post out Bravehearts information/brochures to other providers when required.Purchase stationery for all offices as required.Ensure hygiene supplies for the Arundel office is kept up to date (wipes etc)Ensure Arundel reception and waiting areas are kept tidy and sanitised throughout the day.Collect kitchen supplies for both kitchens at Arundel.Take recycling/green council bins to curb twice a week prior to bin collection days.Check in contractors and do a WHS walk around for any new contractors.Provide admin support to People and Culture as required.ReceptionistCall & Whatsapp HR Yogesh Sir - (7617551414)Receptionist",Kolkata,Receptionist Job For Freshers,150000 - 250000 INR,"Customer Service Executive (Non-voice), Customer Service Executive (Voice)","Front Office Executive, Front Desk Executive, Front office, Front Desk, Reception, Receptionist"
163,Biz Industries,0-2 years,Engineering - Electrical,"Electrical, Switchgears","Electrical EngineerCall & Whatsapp HR Yogesh Sir - (7617551414)Electrical EngineerHigh voltage power distribution systems and substation designElectrical equipment solution/specifications including technical assessmentPreparation of electrical engineering drawings, calculations and reportsConcept and detailed design of electrical systems within multidisciplinary projects.Electrical EngineerCall & Whatsapp HR Yogesh Sir - (7617551414)Electrical Engineer",Kolkata,Electrical Engineer For Freshers,150000 - 250000 INR,Electrical Engineer,"Electrical Engineer, Electrical executive, Electrical Maintenance, Electrical Design Engineer"
164,Biz Industries,0-2 years,Construction,Construction & Engineering,"Civil EngineerCall & Whatsapp HR Yogesh Sir - (7617551414)Civil EngineerParticipating in the delivery of projects and ensuring work output is of a technically high standardCompleting design calculations and records within time and budget restraintsDeveloping practical and commercial solutions to problemsUndertaking work related training and self development for career advancementCollaborating with project staff and working within a team of technical specialistsCoordinating, preparing and submitting proposalsCivil EngineerCall & Whatsapp HR Yogesh Sir - (7617551414)Civil Engineer",Kolkata,Civil Engineer For Freshers,150000 - 250000 INR,Civil Engineer,"Civil Engineer, Site Engineer, Construction Engineer, Civil engg, Project engineer"
165,Xorix IT Solutions,0-2 years,"Customer Service, Call Centre, BPO, Sales - Telesales, Telemarketing","Internet, E-commerce, ITES, BPO, Telecom","We are looking for Computer Operator/data Entry/bpo , Maintain Data on our google drive applications (documents, sheets, forms) within the organization, as he will be operating with delicate information. He will also do filing, copying, and Print Document as required.BenefitsNo TargetFixed ShiftParking FreeIncentivesFive Days WorkingBoth Side CabOne Time MealFreshers Welcome.                 HR MONIKA 9560250914",Indore,Data Entry Operator  Freshers,150000 - 280000 INR,"Fresher, Customer Service Executive (Non-voice), Customer Service Executive (Voice), Telesales Executive","BPO Executive, Typing Speed, Data Entry Operator, Back Office Executive, Customer Care Executive, Backend, Computer Operator"
166,Biz Industries,0-2 years,"Engineering - Mechanical, Automotive, Industrial",Engineering & Design,"Mechanical EngineerCall & Whatsapp HR Satya Sir - (9102882937)Mechanical EngineerWorking with an interdisciplinary team members and with stakeholders, lead in design and development of automation systems of the company’s Industry 4.0 implementation.Work in a cross-functional team to identify opportunities for implementation of advanced technology, in line with business strategy of the company to modernize MRO operations.Design, develop, build and test mechanical components, assemblies and structures, including CAD models and working prototypes for demonstration.Project execution including hardware analysis, manufacturing support, design engineering and testing for components that may include pneumatic, hydraulic and servo actuated systems.Mechanical EngineerCall & Whatsapp HR Satya Sir - (9102882937)Mechanical Engineer",Bengaluru / Bangalore,Mechanical Engineer For Freshers,150000 - 250000 INR,Mechanical Engineer,"Mechanical Engineer, Mechanical design engineer, Diploma Mechanical, Maintenance Engineer"
167,Biz Industries,0-2 years,"Engineering - Mechanical, Automotive, Industrial",Engineering & Design,"Mechanical EngineerCall & Whatsapp HR Surya Sir - (8051041867)Mechanical EngineerEligible for registration as a Professional Engineer (P. Eng.) by a provincial or territorial associationArea of Work ExperiencePurchasing, procurement and contractsQuality assurance or controlInstallation, maintenance and inspection of equipment or facilitiesArea of SpecializationHydraulics and fluidsHeating, ventilation and air conditioning (HVAC) systemSystem integrationWork SettingConsulting firmSpecific SkillsConduct research into the feasibility, design, operation and performance of mechanisms, components and systemsAnalyze dynamics and vibrations of mechanical systems and structuresSupervise and inspect the installation of mechanical systemsPlan and manage projects, and prepare material, cost and timing estimates, reports and design specifications for machinery and systemsPrepare contract documents and evaluate tenders for industrial construction or maintenanceSecurity and SafetyBondableBasic security clearanceTransportation/Travel InformationWilling to travelTravel expenses not paid by employerWork Conditions and Physical CapabilitiesFast-paced environmentWork under pressureAttention to detailCombination of sitting, standing, walkingTight deadlinesWork Location InformationUrban areaComputer and Technology KnowledgeProject management softwareMS OfficeComputer-aided design (CAD)Personal SuitabilityAccurateTeam playerExcellent oral communicationExcellent written communicationReliabilityOrganizedMechanical EngineerCall & Whatsapp HR Surya Sir - (8051041867)Mechanical Engineer",Hyderabad / Secunderabad,Mechanical Engineer For Freshers,150000 - 250000 INR,Mechanical Engineer,"Mechanical Engineer, Mechanical design engineer, Diploma Mechanical, Maintenance Engineer"
168,Biz Industries,0-2 years,"Pharmaceutical, Biotechnology","Bio Technology & Life Sciences, Chemicals, Petrochemicals","Laboratory TechnicianCall & Whatsapp HR Surya Sir - (8051041867)Laboratory TechnicianComplies with QC and Laboratory programs and contributes to the implementation;Complies and monitors adherence to Good Manufacturing Practices (GMPs), participates in the HACCP, BRC, and food safety programs;Conducts proper sample collection of raw materials, ingredients, in-process and finished products, or other samples as required;Performs all required micro, organoleptic and chemical analysis thoroughly as per procedures and ensures records are accurately kept;Laboratory TechnicianCall & Whatsapp HR Surya Sir - (8051041867)Laboratory Technician",Hyderabad / Secunderabad,Laboratory Technician For Freshers,150000 - 250000 INR,Bio-Technology Research Scientist,Laboratory Technician
169,Biz Industries,0-2 years,"Pharmaceutical, Biotechnology","Bio Technology & Life Sciences, Chemicals, Petrochemicals","PharmacistCall & Whatsapp HR Surya Sir - (8051041867)PharmacistReporting directly to the Pharmacy Commodity Manager, the Pharmacist will be responsible for dispensing prescriptions, patient counseling, patient profile reviews, and public education activities. Candidates must possess excellent interpersonal and communication skills. Candidates should posses a strong work ethic, along with a positive and ambitious attitude.The Delta Co-op offers a competitive salary and a comprehensive benefits package, exceptional pension plan, excellent training, and opportunities for advancement.PharmacistCall & Whatsapp HR Surya Sir - (8051041867)Pharmacist",Hyderabad / Secunderabad,Pharmacist Job For Freshers,150000 - 250000 INR,Pharmacist,"Pharmacist, Hospital Pharmacist, Pharmacist Retail/hospital"
170,Biz Industries,0-2 years,"IT- Hardware, Telecom, Technical Staff, Support, IT, Hardware - Embedded, EDA, VLSI, ASIC, Chip Description","IT, Computers - Hardware & Networking","Hardware Engineer Call & Whatsapp HR Pratik Sir - ( 8826072791)Hardware EngineerAnalyze users requirements, and design and develop system architecture and specificationsResearch, design, develop and integrate computer and telecommunications hardwareDevelop and conduct design verification simulations and prototype bench tests of componentsSupervise, inspect and provide design support during the manufacturing, installation and implementation of computer and telecommunications hardwareHardware EngineerCall & Whatsapp HR Pratik Sir - ( 8826072791)Hardware Engineer",Delhi,Hardware Engineer For Freshers,150000 - 250000 INR,"Hardware Installation Technician, Head, VP, GM - Hardware, Telecom, Technical Staff, Support","Hardware Engineer, Desktop Support Engineer, Desktop Engineer"
171,Hire Zone Solution,0-1 years,Health Care,"Hospitals, Healthcare, Diagnostics","Interview will be onlineUrgent hiring for Staff Nurses(For females only)Freshers and experienced both can applyFixed salary with accommodation for outsidersJob location - Noida , Greater NoidaAge limit - 18 to 30 yearsInterested candidates send me your resume on whatsAppFor any other details callHR Rohan 8826532302",Delhi,Staff Nurses (Only freshers),380000 - 560000 INR,"Nurse, Lab Technician",Staff Nurses
172,Biz Industries,0-2 years,"Engineering - Mechanical, Automotive, Industrial",Engineering & Design,Mechanical EngineerCall & Whatsapp HR Yogesh Sir - (7617551414)Mechanical EngineerProduce CNC design solutions for customize specification. Preferably with good technical design and engineering background.Produce design for automationMake drawings (2D&3D) in CATIAMake parts explosion/ BOM list using ENOVIAMechanical EngineerCall & Whatsapp HR Yogesh Sir - (7617551414)Mechanical Engineer,Mumbai,Mechanical Engineer For Freshers,150000 - 250000 INR,Mechanical Engineer,"Mechanical Engineer, Mechanical design engineer, Diploma Mechanical, Maintenance Engineer"
173,Biz Industries,0-2 years,"IT- Hardware, Telecom, Technical Staff, Support, IT, Hardware - Embedded, EDA, VLSI, ASIC, Chip Description","IT, Computers - Hardware & Networking, IT, Computers - Software","System EngineerCall & Whatsapp HR Yogesh Sir - (7617551414)System EngineerDesign cloud system based on client’s requirement by utilizing cloud services and tools such as AWS, Microsoft Azure or Google Cloud.Work on cloud platform setup, implementation and administrationIntegrate or deploy third party projects into systemAdministrate, configure and troubleshoot applications in Linux or Windows environment.System EngineerCall & Whatsapp HR Yogesh Sir - (7617551414)System Engineer",Mumbai,System Engineer For Freshers,150000 - 250000 INR,"Hardware Installation Technician, Head, VP, GM - Hardware, Telecom, Technical Staff, Support","Assistant System Engineer, Associate  System Engineer, Network & System Engineer, System Engineer"
174,Biz Industries,0-2 years,"Engineering - Mechanical, Automotive, Industrial","Automotive, Automobile, Ancillaries","Automobile EngineerCall & Whatsapp HR Shubham Sir - (9352743030)Automobile EngineerSupport our Consultants on active Projects and help driveimpactful results at the ClientAnalyze given situations, define and implement solutionsSupport our clients methodically, conduct and facilitate workshops and actively drive changesWork with a high level of self-responsibilityMaintain direct contact with our clients in engineering, manufacturing and managementAutomobile EngineerCall & Whatsapp HR Shubham Sir - (9352743030)Automobile Engineer",Kolkata,Automobile Engineer For Freshers,150000 - 250000 INR,Automotive Engineer,Automobile Engineer
175,Biz Industries,0-2 years,"Customer Service, Call Centre, BPO","Recruitment, Staffing, RPO","ReceptionistCall & Whatsapp HR Vedpal Sir -(8218550935)ReceptionistTo receive phone calls, taking notes and re-direct to relevant party.To do data entry using Excel / PPT.To contact applicants for interview / general administration.Any other tasks assigned by superiorsReceptionistCall & Whatsapp HR Vedpal Sir -(8218550935)Receptionist",Bengaluru / Bangalore,Receptionist Job For Freshers,150000 - 250000 INR,"Customer Service Executive (Non-voice), Customer Service Executive (Voice)","Front Office Executive, Front Desk Executive, Front office, Reception, Receptionist"
176,Biz Industries,0-2 years,"Customer Service, Call Centre, BPO","ITES, BPO",BPOCall & Whatsapp HR Vedpal Sir -(8218550935)BPOTaking ownership of issues through to resolution on all appropriate requests.Co-coordinating with support teams to provide timely resolution to customers.BPOCall & Whatsapp HR Vedpal Sir -(8218550935)BPO,Bengaluru / Bangalore,BPO Job For Freshers,150000 - 250000 INR,"Customer Service Executive (Non-voice), Customer Service Executive (Voice)","Bpo, Call Center, Voice Process"
177,Biz Industries,0-2 years,Engineering - Electrical,"Electrical, Switchgears","Electrical Design EngineerCall & Whatsapp HR Yogesh Sir - (7617551414)Electrical Design EngineerDevelop power station’s P&ID. Specify instrumentation for turbine, generator and balance of plant for plant control, working closely to power unit and plant engineers.Develop wiring diagrams, cable & conduits schedule, including detail routing and terminal connections.Work closely with the Automation Lead Engineer, Plant engineering and customer engineers to determine requirements, I/O listings, etc. from a hardware standpoint.Design terminal boxes and control system cabinets.Stay current regarding latest control system product offerings (Schneider Electric, Allen Bradley and Siemens) and work under the Lead Engineers to develop a cost effective hardware design that meets the customer’s requirement.Electrical Design EngineerCall & Whatsapp HR Yogesh Sir - (7617551414)Electrical Design Engineer",Bengaluru / Bangalore,Electrical Design Engineer For Freshers,150000 - 250000 INR,Electrical Engineer,Electrical Design Engineer
178,Get jobs like this in my inbox,,,,,,,,,
179,Biz Industries,0-2 years,"IT- Hardware, Telecom, Technical Staff, Support, IT, Hardware - Embedded, EDA, VLSI, ASIC, Chip Description","IT, Computers - Hardware & Networking, IT, Computers - Software","IT-Support EngineerCall & Whatsapp HR Satya Sir - (9102882937)IT-Support EngineerInstall, upgrade, support and troubleshoot Windows 7 ,Windows 8.1, Windows 10 and Microsoft OfficeDealing with hardware and application support queries and issues reported to the support desk and escalated to the Desktop Support EngineersProvide user data and application recoveryUse diagnostic tools to troubleshoot problems associated with network connectivity, and workstation hardware/softwareIT-Support EngineerCall & Whatsapp HR Satya Sir - (9102882937)IT-Support Engineer",Delhi,IT-Support Engineer For Freshers,150000 - 250000 INR,"Hardware Installation Technician, Head, VP, GM - Hardware, Telecom, Technical Staff, Support",IT-Support Engineer
180,Biz Industries,0-2 years,"Fashion, Apparels","Fashion, Apparels","Fashion DesignerCall & Whatsapp HR Vedpal Sir -(8218550935)Fashion DesignerArt or Fashion Design ExperienceAccessoriesMens clothingHosieryHead wearFootwearWomens clothingSpecific SkillsFashion designers design and create clothing and accessories for men, women and childrenWork Conditions and Physical CapabilitiesFast-paced environmentTight deadlinesPersonal SuitabilityExcellent oral communicationExcellent written communicationTeleworking InformationRemote work availableFashion DesignerCall & Whatsapp HR Vedpal Sir -(8218550935)Fashion Designer",Mumbai,Fashion Designer Job For Freshers,150000 - 250000 INR,"Head, VP, GM - Fashion, Apparels",Fashion Designer
181,Biz Industries,0-2 years,Construction,Construction & Engineering,"Civil Design EngineerCall & Whatsapp HR Shubham Sir - (9352743030)Civil Design EngineerAssist in developing Storm Water Management strategy for different projects and municipalities.Assist with highway drainage design, filed investigations for road drainage system.Prepare drawings using AutoCAD/Civil 3D and MicroStation.Assist in the design of roads and highways including infrastructure upgrades using Civil-3D (InRoads experience is an asset).Attend internal project meetings, interface with other Engineers, co-ordinate within the design team.Civil Design EngineerCall & Whatsapp HR Shubham Sir - (9352743030)Civil Design Engineer",Hyderabad / Secunderabad,Civil Design Engineer For Freshers,150000 - 250000 INR,Civil Engineer,Civil Design Engineering
182,Biz Industries,0-2 years,Construction,Construction & Engineering,"Civil Design EngineeringCall & Whatsapp HR Surya Sir - (8051041867)Civil Design Engineering(a) Preparation of Scope of Civil and Structural works(b) Preparation of Preliminary bill of quantities.(c) Preparation of Bidding document for Civil, structural and building works(d) Preparation of technical bid evaluation(e) Preparation of detail engineering drawings including design calculation for all civil, structural and building related works- such as piling, foundation, steel structures, pits, road, drains etc.,(f) Preparation design and drawings for Process Plant structuresCivil Design EngineeringCall & Whatsapp HR Surya Sir - (8051041867)Civil Design Engineering",Hyderabad / Secunderabad,Civil Design Engineering For Freshers,150000 - 250000 INR,Civil Engineer,Civil Design Engineering
183,Biz Industries,0-2 years,"Pharmaceutical, Biotechnology","Bio Technology & Life Sciences, Chemicals, Petrochemicals","B.Pharma Call & Whatsapp HR Satya Sir - (9102882937)B.PharmaThis is a role that will take plenty of passion and drive. A commitment to great customer service comes with the territory here at Asda. So for you, it will be about finding the right healthcare solutions for our customers to help become the most trusted Pharmacy in the local community.Youll be responsible for:The day-to-day management of the Pharmacy, its commercial metrics and the colleagues working in it.Providing an outstanding clinical service to our customers.Identifying areas where we can improve our services.Training, coaching and inspiring your colleagues.B.PharmaCall & Whatsapp HR Satya Sir - (9102882937)B.Pharma",Kolkata,B.Pharma Job For Freshers,150000 - 250000 INR,Pharmacist,"B.Pharma, M.Pharma, M.Sc, B.Sc, Pharma"
184,Biz Industries,0-2 years,Finance & Accounts,"Banking, Accounting, Financial Services","Account AssistantCall & Whatsapp HR Yogesh Sir - (7617551414)Account AssistantAccounting for daily transactions e.g. Accounts payable, Accounts receivables and etc.Perform various reconciliations (banks, intercompany and etc),Prepare general journal entries and schedules for monthly accounts closing.Assist in the monthly/quarterly financial performance analysis.Accounting for GST and ensuring that GST treatment for their transactions are correct.Other assignments and special projects assigned by HOD.Account AssistantCall & Whatsapp HR Yogesh Sir - (7617551414)Account Assistant",Kolkata,Account Assistant Job For Freshers,150000 - 250000 INR,Accountant,"Account Assistant, Account Executive"
